created_at,tweet_text,hashtags
2022-11-06 20:34:48,"Attention Patriots! Have you heard about 988 Lifeline? Suicide is not one and only way to solve your problem. If you need a help, use a truthful resource.

#SuicidePrevention #988Lifeline #connect2hope #Mentalhealth #SuicideAwareness #MimsPR https://t.co/bffKrrkWwt","[{'text': 'SuicidePrevention', 'indices': [156, 174]}, {'text': '988Lifeline', 'indices': [175, 187]}, {'text': 'connect2hope', 'indices': [188, 201]}, {'text': 'Mentalhealth', 'indices': [202, 215]}, {'text': 'SuicideAwareness', 'indices': [216, 233]}, {'text': 'MimsPR', 'indices': [234, 241]}]"
2022-11-06 20:07:47,"RT @imasurvivor66: Sadly, we don’t always know the depths of someone’s depression, until it's too late 😢 Please, can just one person, copy…",[]
2022-11-06 19:55:49,"#ImACeleb @ITV Am I the only one who thinks this programme has gone to far? Why were they even allowed to approach @MattHancock. Surely the fee could have been better spent on the #LetsTalk campaign. 
#mentalhealth 
#SuicideAwareness","[{'text': 'ImACeleb', 'indices': [0, 9]}, {'text': 'LetsTalk', 'indices': [180, 189]}, {'text': 'mentalhealth', 'indices': [201, 214]}, {'text': 'SuicideAwareness', 'indices': [216, 233]}]"
2022-11-06 19:55:14,NOT OK. As a mental health professional and as someone who works directly with people who struggle suicidal thoughts this comment is just WRONG. Apologize for your careless comment @NFL @AZCardinals @K1 @NFLonFOX #terrybradshaw #SuicideAwareness https://t.co/nPGUCjozCs,"[{'text': 'terrybradshaw', 'indices': [213, 227]}, {'text': 'SuicideAwareness', 'indices': [228, 245]}]"
2022-11-06 19:42:17,"Getting set to send these out. 

Thankful for new ways to honor Mike while raising awareness in the fight against Veteran suicide. 

Let me know if I can send you one. 

#milesformike #stopsoldiersuicide #SuicidePrevention #SuicideAwareness #thankful https://t.co/DLVgoaGbMs","[{'text': 'milesformike', 'indices': [170, 183]}, {'text': 'stopsoldiersuicide', 'indices': [184, 203]}, {'text': 'SuicidePrevention', 'indices': [204, 222]}, {'text': 'SuicideAwareness', 'indices': [223, 240]}, {'text': 'thankful', 'indices': [241, 250]}]"
2022-11-06 19:42:10,RT @sashaw2019: Today I walk for Nate #SuicidePrevention #SuicideAwareness @huntandcompany @sabrina_leamon @tjhunt_ #keepmovingforward http…,"[{'text': 'SuicidePrevention', 'indices': [38, 56]}, {'text': 'SuicideAwareness', 'indices': [57, 74]}, {'text': 'keepmovingforward', 'indices': [116, 134]}]"
2022-11-06 19:36:29,"#VeteransCrisisLine responders are ready to listen and help #Veterans and their loved ones 24 hours a day, 7 days a week, 365 days a year.

#SuicidePrevention
#SuicideAwareness","[{'text': 'VeteransCrisisLine', 'indices': [0, 19]}, {'text': 'Veterans', 'indices': [60, 69]}, {'text': 'SuicidePrevention', 'indices': [140, 158]}, {'text': 'SuicideAwareness', 'indices': [159, 176]}]"
2022-11-06 19:35:09,RT @SELFA_Emma: Fantastic episode of @BBCCountryfile tonight about the @BBCCiN Big Ramble. Great to see @MargheritaT covering #ChildrensMen…,[]
2022-11-06 19:24:33,"Fantastic episode of @BBCCountryfile tonight about the @BBCCiN Big Ramble. Great to see @MargheritaT covering #ChildrensMentalHealth and #suicideawareness in our rural communities, something we are very passionate about at @SELFA_Charity @sounddelivery","[{'text': 'ChildrensMentalHealth', 'indices': [110, 132]}, {'text': 'suicideawareness', 'indices': [137, 154]}]"
2022-11-06 19:22:56,RT @gerrardconnor3: @TransparencyTF @CommonsTreasury @TheFCA 1. What have you got to say to the families of the #footballindex victims who…,"[{'text': 'footballindex', 'indices': [112, 126]}]"
2022-11-06 19:22:18,"No matter who they are, please don’t make fun of people experiencing mental health difficulties. I see you are a psychologist. Shame on you. If you need help please call Samaritans at 116 123 or NHS Direct at 111 &amp; ask to speak to the mental health crisis team. #SuicideAwareness https://t.co/GidulOmzs2","[{'text': 'SuicideAwareness', 'indices': [266, 283]}]"
2022-11-06 19:19:02,"RT @allevin18: Check out my post ""Shame and it's Connection to the Stigma"" https://t.co/T4UWsvmxOV Sharing My Story, Blogging and Podcastin…",[]
2022-11-06 19:12:25,"RT @imasurvivor66: Sadly, we don’t always know the depths of someone’s depression, until it's too late 😢 Please, can just one person, copy…",[]
2022-11-06 19:09:36,"Bawling my eyes out here, @BBCCountryfile - big up to these brave teens and parents sharing their story. Thank you all for talking openly.

#SuicidePrevention #SuicideAwareness #countryfile","[{'text': 'SuicidePrevention', 'indices': [140, 158]}, {'text': 'SuicideAwareness', 'indices': [159, 176]}, {'text': 'countryfile', 'indices': [177, 189]}]"
2022-11-06 19:06:36,"RT @DrBuzz_Forensic: Actor Brad Davis was #BornOnThisDay,Nov. 6, 1949. Remembered for the films Midnight Express (1978) &amp; Querelle (1982).S…","[{'text': 'BornOnThisDay', 'indices': [42, 56]}]"
2022-11-06 19:03:27,RT @spike_osullivan: Please help my fat friend @niallbaskennedy who is trying to raise €500 he is going to try run 100km in the month of No…,[]
2022-11-06 18:57:30,RT @spike_osullivan: Please help my fat friend @niallbaskennedy who is trying to raise €500 he is going to try run 100km in the month of No…,[]
2022-11-06 18:55:33,RT @LunaS_NutHouZe: We will be live in 1 hour at 2pm est. Pls join us. Link to live will be in the comments #mentalhealthmatters #SuicideAw…,"[{'text': 'mentalhealthmatters', 'indices': [108, 128]}]"
2022-11-06 18:53:00,RT @spike_osullivan: Please help my fat friend @niallbaskennedy who is trying to raise €500 he is going to try run 100km in the month of No…,[]
2022-11-06 18:52:25,"RT @walkingbookscom: A great write up on the fabulous work done by @AireyAndy, Mike Palmer, Tim Owen and @PAPYRUS_Charity! #SuicidePreventi…",[]
2022-11-06 18:49:41,"RT @DrBuzz_Forensic: Actor Brad Davis was #BornOnThisDay,Nov. 6, 1949. Remembered for the films Midnight Express (1978) &amp; Querelle (1982).S…","[{'text': 'BornOnThisDay', 'indices': [42, 56]}]"
2022-11-06 18:47:27,"RT @walkingbookscom: A great write up on the fabulous work done by @AireyAndy, Mike Palmer, Tim Owen and @PAPYRUS_Charity! #SuicidePreventi…",[]
2022-11-06 18:45:31,"RT @walkingbookscom: A great write up on the fabulous work done by @AireyAndy, Mike Palmer, Tim Owen and @PAPYRUS_Charity! #SuicidePreventi…",[]
2022-11-06 18:42:59,"RT @walkingbookscom: A great write up on the fabulous work done by @AireyAndy, Mike Palmer, Tim Owen and @PAPYRUS_Charity! #SuicidePreventi…",[]
2022-11-06 18:39:54,"A great write up on the fabulous work done by @AireyAndy, Mike Palmer, Tim Owen and @PAPYRUS_Charity! #SuicidePrevention #SuicideAwareness https://t.co/5RDNOTVWaH","[{'text': 'SuicidePrevention', 'indices': [102, 120]}, {'text': 'SuicideAwareness', 'indices': [121, 138]}]"
2022-11-06 18:36:35,RT @LunaS_NutHouZe: We will be live in 1 hour at 2pm est. Pls join us. Link to live will be in the comments #mentalhealthmatters #SuicideAw…,"[{'text': 'mentalhealthmatters', 'indices': [108, 128]}]"
2022-11-06 18:34:50,"RT @reyaazm: @KTHopkins I've nothing to promote. 

The Samaritans.
FREEPHONE 116 123 (UK). 

A simple retweet might save someone's life.Tha…",[]
2022-11-06 18:34:10,This is my bsf Moa Leontine Björk. (Read her story in comments please:( ) #mentalhealth #SuicidePrevention #SuicideAwareness #teensuicideprevention #stopbullying https://t.co/29fAvHhiWf,"[{'text': 'mentalhealth', 'indices': [74, 87]}, {'text': 'SuicidePrevention', 'indices': [88, 106]}, {'text': 'SuicideAwareness', 'indices': [107, 124]}, {'text': 'teensuicideprevention', 'indices': [125, 147]}, {'text': 'stopbullying', 'indices': [148, 161]}]"
2022-11-06 18:32:00,This #GraveTale took me to the place in #Baltimore where people came from up and down the East Coast to kill themselves. #SuicidePrevention #SuicideAwareness  SeanPaulMurphyVille: Grave Tales #32: John P. Brandau https://t.co/OYM3z3517Q https://t.co/m4CbT6SrY0,"[{'text': 'GraveTale', 'indices': [5, 15]}, {'text': 'Baltimore', 'indices': [40, 50]}, {'text': 'SuicidePrevention', 'indices': [121, 139]}, {'text': 'SuicideAwareness', 'indices': [140, 157]}]"
2022-11-06 18:15:27,"Life seems bleak when you have to battle yourself daily, don’t give up. Please fight for yourself because you matter in this world. #SuicideAwareness #Mentalhealth https://t.co/5fIuT71ZlB","[{'text': 'SuicideAwareness', 'indices': [132, 149]}, {'text': 'Mentalhealth', 'indices': [150, 163]}]"
2022-11-06 18:14:02,"RT @RachelB36245295: Today I cried many tears
Today I hurt
Today my anxiety is off the scale
Today I managed to work
Today I miss Mike
Toda…",[]
2022-11-06 18:01:40,We will be live in 1 hour at 2pm est. Pls join us. Link to live will be in the comments #mentalhealthmatters #SuicideAwareness #stayinthefight https://t.co/OLMX2XFGLO,"[{'text': 'mentalhealthmatters', 'indices': [88, 108]}, {'text': 'SuicideAwareness', 'indices': [109, 126]}, {'text': 'stayinthefight', 'indices': [127, 142]}]"
2022-11-06 17:33:46,A shame England lost the rugby! 👨🏻 #day6 #movember #movember2022 #charity #mentalhealthawareness #suicideawareness #unitedwemo #mo  @movember #engvsarg https://t.co/qoNQSjQdgY,"[{'text': 'day6', 'indices': [35, 40]}, {'text': 'movember', 'indices': [41, 50]}, {'text': 'movember2022', 'indices': [51, 64]}, {'text': 'charity', 'indices': [65, 73]}, {'text': 'mentalhealthawareness', 'indices': [74, 96]}, {'text': 'suicideawareness', 'indices': [97, 114]}, {'text': 'unitedwemo', 'indices': [115, 126]}, {'text': 'mo', 'indices': [127, 130]}, {'text': 'engvsarg', 'indices': [142, 151]}]"
2022-11-06 17:06:26,"RT @FryPeggy1: #turn22to0 #22for22 #PTSD  #anxiety #SuicideAwareness #Depression

Day 310 of 365
Any time any where
All Vets &amp; anyone who s…","[{'text': 'turn22to0', 'indices': [15, 25]}, {'text': '22for22', 'indices': [26, 34]}, {'text': 'PTSD', 'indices': [35, 40]}, {'text': 'anxiety', 'indices': [42, 50]}, {'text': 'SuicideAwareness', 'indices': [51, 68]}, {'text': 'Depression', 'indices': [69, 80]}]"
2022-11-06 16:58:58,"RT @DrBuzz_Forensic: Actor Brad Davis was #BornOnThisDay,Nov. 6, 1949. Remembered for the films Midnight Express (1978) &amp; Querelle (1982).S…","[{'text': 'BornOnThisDay', 'indices': [42, 56]}]"
2022-11-06 16:56:58,"Just finished reading The Midnight Library.

Thank you @matthaig1. It’s a vitally important book, and I’m so glad I’ve read it. Anyone who has ever felt like a black hole should read it. This book could save lives. 

#mentalhealth #SuicidePrevention #SuicideAwareness https://t.co/n1uuRmCc5b","[{'text': 'mentalhealth', 'indices': [217, 230]}, {'text': 'SuicidePrevention', 'indices': [231, 249]}, {'text': 'SuicideAwareness', 'indices': [250, 267]}]"
2022-11-06 16:19:11,"RT @NihilistTantrik: Throwback to when Caltrops played at Gangstas Paradise. This song is about suicide, it’s called I Wished #punkrock #cr…","[{'text': 'punkrock', 'indices': [126, 135]}]"
2022-11-06 16:16:46,"RT @FryPeggy1: #turn22to0 #22for22 #PTSD  #anxiety #SuicideAwareness #Depression

Day 310 of 365
Any time any where
All Vets &amp; anyone who s…","[{'text': 'turn22to0', 'indices': [15, 25]}, {'text': '22for22', 'indices': [26, 34]}, {'text': 'PTSD', 'indices': [35, 40]}, {'text': 'anxiety', 'indices': [42, 50]}, {'text': 'SuicideAwareness', 'indices': [51, 68]}, {'text': 'Depression', 'indices': [69, 80]}]"
2022-11-06 15:51:27,RT @BorgheseAmira: This! Amen! Thank you @1of2vics #SuicidePrevention #SuicideAwareness #MentalHealthMatters #YouAreNotAlone #EndTheStigma,"[{'text': 'SuicidePrevention', 'indices': [51, 69]}, {'text': 'SuicideAwareness', 'indices': [70, 87]}, {'text': 'MentalHealthMatters', 'indices': [88, 108]}, {'text': 'YouAreNotAlone', 'indices': [109, 124]}, {'text': 'EndTheStigma', 'indices': [125, 138]}]"
2022-11-06 15:50:46,"RT @DrBuzz_Forensic: Actor Brad Davis was #BornOnThisDay,Nov. 6, 1949. Remembered for the films Midnight Express (1978) &amp; Querelle (1982).S…","[{'text': 'BornOnThisDay', 'indices': [42, 56]}]"
2022-11-06 15:43:52,"RT @PersonaProblems: Today there will be a short service in The Chapter House  @York_Minster at 2:30pm, where the Yorkshire Speak Their Nam…",[]
2022-11-06 15:37:43,"RT @DrBuzz_Forensic: Actor Brad Davis was #BornOnThisDay,Nov. 6, 1949. Remembered for the films Midnight Express (1978) &amp; Querelle (1982).S…","[{'text': 'BornOnThisDay', 'indices': [42, 56]}]"
2022-11-06 15:29:16,"If you or someone you know is struggling with suicidal thoughts or mental health matters please call the National Suicide Prevention Lifeline at 800-273-8255 to connect with a trained counselor or visit the NSPL site. https://t.co/vOTrVbIZC4
#SuicidePrevention
#SuicideAwareness","[{'text': 'SuicidePrevention', 'indices': [242, 260]}, {'text': 'SuicideAwareness', 'indices': [261, 278]}]"
2022-11-06 15:07:15,Today I walk for Nate #SuicidePrevention #SuicideAwareness @huntandcompany @sabrina_leamon @tjhunt_ #keepmovingforward https://t.co/hVbqB3MbkK,"[{'text': 'SuicidePrevention', 'indices': [22, 40]}, {'text': 'SuicideAwareness', 'indices': [41, 58]}, {'text': 'keepmovingforward', 'indices': [100, 118]}]"
2022-11-06 14:56:52,"RT @reputationlearn: May your choices reflect your hopes, not your fears.

#ThinkBIGSundayWithMarsha  #EndViolence #EliminateBullyingBasedV…","[{'text': 'ThinkBIGSundayWithMarsha', 'indices': [75, 100]}, {'text': 'EndViolence', 'indices': [102, 114]}]"
2022-11-06 14:56:03,"RT @reputationlearn: Luck is a matter of preparation meeting opportunity.

#ThinkBIGSundayWithMarsha  #EndViolence #EliminateBullyingBasedV…","[{'text': 'ThinkBIGSundayWithMarsha', 'indices': [75, 100]}, {'text': 'EndViolence', 'indices': [102, 114]}]"
2022-11-06 14:53:57,"RT @reputationlearn: May your choices reflect your hopes, not your fears.

#ThinkBIGSundayWithMarsha  #EndViolence #EliminateBullyingBasedV…","[{'text': 'ThinkBIGSundayWithMarsha', 'indices': [75, 100]}, {'text': 'EndViolence', 'indices': [102, 114]}]"
2022-11-06 14:52:09,"RT @FryPeggy1: #turn22to0 #22for22 #PTSD  #anxiety #SuicideAwareness #Depression

Day 310 of 365
Any time any where
All Vets &amp; anyone who s…","[{'text': 'turn22to0', 'indices': [15, 25]}, {'text': '22for22', 'indices': [26, 34]}, {'text': 'PTSD', 'indices': [35, 40]}, {'text': 'anxiety', 'indices': [42, 50]}, {'text': 'SuicideAwareness', 'indices': [51, 68]}, {'text': 'Depression', 'indices': [69, 80]}]"
2022-11-06 14:47:03,"Project 2025 consists of 4️⃣ focus areas:

• Firearms
• Healthcare Systems
• Emergency Departments
• Correction Systems

Check out https://t.co/lTvy0LroRX for everything you need to know about #Project2025!

#mentalhealthawareness #mentalhealth #suicideawareness https://t.co/ReDtXOCvSV","[{'text': 'Project2025', 'indices': [193, 205]}, {'text': 'mentalhealthawareness', 'indices': [208, 230]}, {'text': 'mentalhealth', 'indices': [231, 244]}, {'text': 'suicideawareness', 'indices': [245, 262]}]"
2022-11-06 14:45:16,"RT @reputationlearn: Luck is a matter of preparation meeting opportunity.

#ThinkBIGSundayWithMarsha  #EndViolence #EliminateBullyingBasedV…","[{'text': 'ThinkBIGSundayWithMarsha', 'indices': [75, 100]}, {'text': 'EndViolence', 'indices': [102, 114]}]"
2022-11-06 14:43:23,"RT @reputationlearn: The only source of knowledge is experience.

#ThinkBIGSundayWithMarsha  #EndViolence #EliminateBullyingBasedViolence #…","[{'text': 'ThinkBIGSundayWithMarsha', 'indices': [66, 91]}, {'text': 'EndViolence', 'indices': [93, 105]}, {'text': 'EliminateBullyingBasedViolence', 'indices': [106, 137]}]"
2022-11-06 14:42:00,"RT @pgockley: Courage without Wisdom leads directly to Hate

#ThinkBIGSundayWithMarsha  #EndViolence #EliminateBullyingBasedViolence #Suici…","[{'text': 'ThinkBIGSundayWithMarsha', 'indices': [61, 86]}, {'text': 'EndViolence', 'indices': [88, 100]}, {'text': 'EliminateBullyingBasedViolence', 'indices': [101, 132]}]"
2022-11-06 14:41:07,"RT @pgockley: Kid, you'll move mountains!

#ThinkBIGSundayWithMarsha  #EndViolence #EliminateBullyingBasedViolence #SuicideAwareness #bully…","[{'text': 'ThinkBIGSundayWithMarsha', 'indices': [43, 68]}, {'text': 'EndViolence', 'indices': [70, 82]}, {'text': 'EliminateBullyingBasedViolence', 'indices': [83, 114]}, {'text': 'SuicideAwareness', 'indices': [115, 132]}]"
2022-11-06 14:40:49,"RT @reputationlearn: May your choices reflect your hopes, not your fears.

#ThinkBIGSundayWithMarsha  #EndViolence #EliminateBullyingBasedV…","[{'text': 'ThinkBIGSundayWithMarsha', 'indices': [75, 100]}, {'text': 'EndViolence', 'indices': [102, 114]}]"
2022-11-06 14:37:46,"RT @pgockley: Work hard in silence, let your success be your noise.

#ThinkBIGSundayWithMarsha  #EndViolence #EliminateBullyingBasedViolenc…","[{'text': 'ThinkBIGSundayWithMarsha', 'indices': [69, 94]}, {'text': 'EndViolence', 'indices': [96, 108]}]"
2022-11-06 14:37:36,"RT @reputationlearn: One loyal friend is worth ten thousand relatives.

#ThinkBIGSundayWithMarsha  #EndViolence #EliminateBullyingBasedViol…","[{'text': 'ThinkBIGSundayWithMarsha', 'indices': [72, 97]}, {'text': 'EndViolence', 'indices': [99, 111]}]"
2022-11-06 14:36:17,"RT @reputationlearn: May your choices reflect your hopes, not your fears.

#ThinkBIGSundayWithMarsha  #EndViolence #EliminateBullyingBasedV…","[{'text': 'ThinkBIGSundayWithMarsha', 'indices': [75, 100]}, {'text': 'EndViolence', 'indices': [102, 114]}]"
2022-11-06 14:34:58,"May your choices reflect your hopes, not your fears.

#ThinkBIGSundayWithMarsha  #EndViolence #EliminateBullyingBasedViolence #SuicideAwareness #bullying #awareness #mentalhealth #humanity https://t.co/klPRyPhYEy","[{'text': 'ThinkBIGSundayWithMarsha', 'indices': [54, 79]}, {'text': 'EndViolence', 'indices': [81, 93]}, {'text': 'EliminateBullyingBasedViolence', 'indices': [94, 125]}, {'text': 'SuicideAwareness', 'indices': [126, 143]}, {'text': 'bullying', 'indices': [144, 153]}, {'text': 'awareness', 'indices': [154, 164]}, {'text': 'mentalhealth', 'indices': [165, 178]}, {'text': 'humanity', 'indices': [179, 188]}]"
2022-11-06 14:34:07,"Kid, you'll move mountains!

#ThinkBIGSundayWithMarsha  #EndViolence #EliminateBullyingBasedViolence #SuicideAwareness #bullying #awareness #mentalhealth #humanity https://t.co/6tiXSraC5e","[{'text': 'ThinkBIGSundayWithMarsha', 'indices': [29, 54]}, {'text': 'EndViolence', 'indices': [56, 68]}, {'text': 'EliminateBullyingBasedViolence', 'indices': [69, 100]}, {'text': 'SuicideAwareness', 'indices': [101, 118]}, {'text': 'bullying', 'indices': [119, 128]}, {'text': 'awareness', 'indices': [129, 139]}, {'text': 'mentalhealth', 'indices': [140, 153]}, {'text': 'humanity', 'indices': [154, 163]}]"
2022-11-06 14:25:07,"""When love is lost, depression and suicidal thoughts reign. Will family and friends succeed to turn things around before life is also lost?
Lost Love by @JoniMartins3
⭐️⭐️⭐️⭐️⭐️
https://t.co/1sTRhJyhNN
#KCHpromote #Suicideawareness
"" https://t.co/6eoSXkglpB","[{'text': 'KCHpromote', 'indices': [202, 213]}, {'text': 'Suicideawareness', 'indices': [214, 231]}]"
2022-11-06 14:22:49,RT @DerekKXLY: This was a really important event for #SuicidePrevention and #SuicideAwareness in our community. I was glad to be a part of…,"[{'text': 'SuicidePrevention', 'indices': [53, 71]}, {'text': 'SuicideAwareness', 'indices': [76, 93]}]"
2022-11-06 14:18:05,"@dwancherry 8 months ago, lost my wife to Suicide ❤️‍🩹 I will never heal . While I have my survivors groups, the only person that could answer my questions is no longer here. #SuicideAwareness #Heartstopper","[{'text': 'SuicideAwareness', 'indices': [175, 192]}, {'text': 'Heartstopper', 'indices': [193, 206]}]"
2022-11-06 14:17:27,"RT @pgockley: Work hard in silence, let your success be your noise.

#ThinkBIGSundayWithMarsha  #EndViolence #EliminateBullyingBasedViolenc…","[{'text': 'ThinkBIGSundayWithMarsha', 'indices': [69, 94]}, {'text': 'EndViolence', 'indices': [96, 108]}]"
2022-11-06 14:17:07,"RT @reputationlearn: One loyal friend is worth ten thousand relatives.

#ThinkBIGSundayWithMarsha  #EndViolence #EliminateBullyingBasedViol…","[{'text': 'ThinkBIGSundayWithMarsha', 'indices': [72, 97]}, {'text': 'EndViolence', 'indices': [99, 111]}]"
2022-11-06 14:16:35,"One loyal friend is worth ten thousand relatives.

#ThinkBIGSundayWithMarsha  #EndViolence #EliminateBullyingBasedViolence #SuicideAwareness #bullying #awareness #mentalhealth #humanity https://t.co/XwFTwjxRkQ","[{'text': 'ThinkBIGSundayWithMarsha', 'indices': [51, 76]}, {'text': 'EndViolence', 'indices': [78, 90]}, {'text': 'EliminateBullyingBasedViolence', 'indices': [91, 122]}, {'text': 'SuicideAwareness', 'indices': [123, 140]}, {'text': 'bullying', 'indices': [141, 150]}, {'text': 'awareness', 'indices': [151, 161]}, {'text': 'mentalhealth', 'indices': [162, 175]}, {'text': 'humanity', 'indices': [176, 185]}]"
2022-11-06 14:12:58,"Work hard in silence, let your success be your noise.

#ThinkBIGSundayWithMarsha  #EndViolence #EliminateBullyingBasedViolence #SuicideAwareness #bullying #awareness #mentalhealth #humanity https://t.co/ZlXYmUomCF","[{'text': 'ThinkBIGSundayWithMarsha', 'indices': [55, 80]}, {'text': 'EndViolence', 'indices': [82, 94]}, {'text': 'EliminateBullyingBasedViolence', 'indices': [95, 126]}, {'text': 'SuicideAwareness', 'indices': [127, 144]}, {'text': 'bullying', 'indices': [145, 154]}, {'text': 'awareness', 'indices': [155, 165]}, {'text': 'mentalhealth', 'indices': [166, 179]}, {'text': 'humanity', 'indices': [180, 189]}]"
2022-11-06 14:00:50,"https://t.co/HP6edoZxTl When love is lost, depression and suicidal thoughts reign. Will family and friends succeed to turn things around before life is also lost? ★★★★★ Lost Love by @JoniMartins3 https://t.co/tFEGoTNx5M 
#KCHpromote #Suicideawareness","[{'text': 'KCHpromote', 'indices': [221, 232]}, {'text': 'Suicideawareness', 'indices': [233, 250]}]"
2022-11-06 13:48:00,"RT @DrBuzz_Forensic: Actor Brad Davis was #BornOnThisDay,Nov. 6, 1949. Remembered for the films Midnight Express (1978) &amp; Querelle (1982).S…","[{'text': 'BornOnThisDay', 'indices': [42, 56]}]"
2022-11-06 13:46:48,"RT @PrematureTantie: Staying alive becomes so challenging when you're suicidal. 

Even when you don't have a plan to commit suicide, your m…",[]
2022-11-06 13:46:46,See this Instagram photo by @travelgaluniversellc https://t.co/iVvIx4tJwS #suicideprevention #thisisasign #havehope #youmatter #suicideawareness @amazon #Kdp @amazonbooks @AmazonKindle  #kindle,"[{'text': 'suicideprevention', 'indices': [74, 92]}, {'text': 'thisisasign', 'indices': [93, 105]}, {'text': 'havehope', 'indices': [106, 115]}, {'text': 'youmatter', 'indices': [116, 126]}, {'text': 'suicideawareness', 'indices': [127, 144]}, {'text': 'Kdp', 'indices': [153, 157]}, {'text': 'kindle', 'indices': [186, 193]}]"
2022-11-06 13:34:54,RT @MariaLgbtys: 🕯I was approached by a young person @LGBTYS asking if we could schedule a night to talk about suicide prevention &amp; remembe…,[]
2022-11-06 13:29:36,"RT @DrBuzz_Forensic: Actor Brad Davis was #BornOnThisDay,Nov. 6, 1949. Remembered for the films Midnight Express (1978) &amp; Querelle (1982).S…","[{'text': 'BornOnThisDay', 'indices': [42, 56]}]"
